iter	Logloss
140	0.02353411665
141	0.02345204042
142	0.02338125154
143	0.02332059884
144	0.02320457424
145	0.02309708768
146	0.02304171774
147	0.02294253822
148	0.02281122718
149	0.02276605824
150	0.02265698111
151	0.0226005115
152	0.02254902143
153	0.02249264018
154	0.02243196221
155	0.02231056258
156	0.0222073921
157	0.02216197875
158	0.02212419368
159	0.02209002493
160	0.02199321791
161	0.02190731187
162	0.02183151027
163	0.02177894482
164	0.0217098679
165	0.02161472329
166	0.0215290646
167	0.02143930407
168	0.02136683188
169	0.02126848406
170	0.02123544192
171	0.02116849675
172	0.02113923903
173	0.02106708576
174	0.02104259823
175	0.02096988516
176	0.02093978281
177	0.02091261474
178	0.02088693364
179	0.02087152909
180	0.02081389735
181	0.02073620037
182	0.02066739657
183	0.02065327137
184	0.02058830826
185	0.02050789285
186	0.0204959216
187	0.02047906376
188	0.02045513319
189	0.0204210684
190	0.02040648257
191	0.0203844293
192	0.02032178625
193	0.02030264771
194	0.02024697553
195	0.02022360267
196	0.02018338453
197	0.02016623258
198	0.02012436531
199	0.02010182351
200	0.02008281152
201	0.02001347518
202	0.01999625651
203	0.01997897558
204	0.01992683589
205	0.01989844617
206	0.0198530783
207	0.01983576964
208	0.01982050398
209	0.01977680342
210	0.01973866111
211	0.01970943629
212	0.01968647603
213	0.01963767224
214	0.01962408398
215	0.019582578
216	0.0195665908
217	0.01955069241
218	0.01953654843
219	0.01952092526
220	0.01950433104
221	0.01942417952
222	0.01940602038
223	0.01934154307
224	0.01927973061
225	0.0192353336
226	0.01919710148
227	0.0191855205
228	0.01913768809
229	0.01909097661
230	0.01908002651
231	0.019068571
232	0.01905542203
233	0.01904302663
234	0.01900845096
235	0.01897005186
236	0.01895533789
237	0.01894347027
238	0.01893174009
239	0.01892027047
240	0.01887522608
241	0.0188683303
242	0.01882234829
243	0.01876823075
244	0.018757673
245	0.01874864796
246	0.01872451041
247	0.01871094586
248	0.01870165666
249	0.01869249092
250	0.01868273841
251	0.01864299085
252	0.0185817791
253	0.01857654125
254	0.01856766479
255	0.01855985809
256	0.01854728463
257	0.01850550741
258	0.01849975283
259	0.01849180847
260	0.0184558008
261	0.01843071939
262	0.01842299057
263	0.01839021273
264	0.01835286512
265	0.01829740836
266	0.01828979295
267	0.0182800322
268	0.01827072784
269	0.01826409259
270	0.01825779526
271	0.01821493215
272	0.01816609464
273	0.01815416718
274	0.01811429272
275	0.01809124028
276	0.01808331011
277	0.01806799107
278	0.01802799434
279	0.01801933502
280	0.01801294381
281	0.01800175006
282	0.0179503678
283	0.01794010392
284	0.01792998607
285	0.01792287773
286	0.01791569172
287	0.01790913118
288	0.01790323128
289	0.01786496144
290	0.01785887854
291	0.01784993918
292	0.01784246128
293	0.01783577859
294	0.0178267073
295	0.01782133908
296	0.01780032406
297	0.01779498323
298	0.01778857236
299	0.01774710234
300	0.01774235076
301	0.017735893
302	0.01769775399
303	0.01765697862
304	0.01764120315
305	0.01763255907
306	0.01762388511
307	0.01756736077
308	0.01752990842
309	0.01752424166
310	0.01751743485
311	0.01751099893
312	0.01750410182
313	0.01749772968
314	0.01747553678
315	0.01742920969
316	0.01741086713
317	0.01740612852
318	0.01736467489
319	0.01734246983
320	0.01731484334
321	0.01726921921
322	0.01723693876
323	0.01723357421
324	0.01720480403
325	0.01720027419
326	0.0171660383
327	0.01716174629
328	0.01712193509
329	0.01710862018
330	0.01710269104
331	0.01705577745
332	0.01701702458
333	0.01701269445
334	0.01700070069
335	0.01698734334
336	0.01698189706
337	0.0169579055
338	0.01693066128
339	0.01692665621
340	0.01692344
341	0.01691906869
342	0.01691536385
343	0.01690583821
344	0.01690193749
345	0.01689213535
346	0.01685643372
347	0.01685275674
348	0.01684473333
349	0.01680983486
350	0.01678012091
351	0.01676293774
352	0.01672831044
353	0.01672096986
354	0.01669343921
355	0.01666682347
356	0.01666222453
357	0.01665812939
358	0.01665500169
359	0.01665004911
360	0.01662345636
361	0.01661610996
362	0.01661315212
363	0.01660894635
364	0.01660576668
365	0.01660213548
366	0.01659873725
367	0.01657475275
368	0.01654021473
369	0.01653639066
370	0.01650474022
371	0.01646924835
372	0.01646299303
373	0.01643023289
374	0.01642079157
375	0.01641583501
376	0.01641322222
377	0.01640572273
378	0.01638436136
379	0.01637117782
380	0.01633446865
381	0.01629293346
382	0.01625720018
383	0.01623085941
384	0.01622721181
385	0.01619525252
386	0.01615429408
387	0.0161500517
388	0.01614405788
389	0.01613951395
390	0.01613648537
391	0.01611488121
392	0.01609442705
393	0.01608841692
394	0.01608490312
395	0.01607434198
396	0.01606826864
397	0.01606580172
398	0.01604701989
399	0.01604277586
400	0.01603178124
401	0.01602460822
402	0.01599758155
403	0.01597039227
404	0.0159433961
405	0.01594126246
406	0.01590416321
407	0.01590062927
408	0.01589750946
409	0.01587434492
410	0.01587197889
411	0.0158423381
412	0.01581489828
413	0.01581267578
414	0.01578495104
415	0.01576130834
416	0.0157573794
417	0.01573051306
418	0.01570040131
419	0.01569544652
420	0.01566226479
421	0.01565967248
422	0.01563607755
423	0.0156326663
424	0.01562686142
425	0.01559971044
426	0.01559614413
427	0.01557992082
428	0.01556361165
429	0.01555982765
430	0.01553597809
431	0.01553103718
432	0.01551751039
433	0.01551107421
434	0.0155060605
435	0.01548627739
436	0.01548152636
437	0.01547961383
438	0.01547549429
439	0.01547294799
440	0.01544756593
441	0.01542434101
442	0.01541325893
443	0.01540451961
444	0.01537166479
445	0.01535069193
446	0.01534740133
447	0.01534339701
448	0.01534081451
449	0.01531945314
450	0.01531164384
451	0.01528587149
452	0.01526874733
453	0.01525223862
454	0.01524512728
455	0.01524198883
456	0.01521696119
457	0.01520856712
458	0.01520275778
459	0.01517592294
460	0.01515556254
461	0.01515194396
462	0.01512639649
463	0.01510500477
464	0.01510083098
465	0.0150705301
466	0.01503971066
467	0.01503448569
468	0.01503122701
469	0.01500268961
470	0.01496928024
471	0.01496667326
472	0.01495704096
473	0.01495510835
474	0.01493661774
475	0.01491232232
476	0.01488911832
477	0.01488571473
478	0.01486315672
479	0.01486148402
480	0.01484884677
481	0.01484709718
482	0.01484289771
483	0.0148282466
484	0.01482600757
485	0.01482435868
486	0.01481584071
487	0.01479099832
488	0.01478847971
489	0.01477010401
490	0.01476626194
491	0.01474953008
492	0.0147368173
493	0.01472116614
494	0.01470282131
495	0.01469954904
496	0.01469670456
497	0.01469424233
498	0.0146921799
499	0.01466921446
